ID,Age,Education,Experience,Income,ZIP Code,Married,Dependents,Credit_Card,Num_Credit_Card,Monthly_CC_Usage,Credit_Score,Self_Employed,Salaried,Loan_Amount,Nationality,Personal_Loan,Securities_Account,CD_Account,Online_Banking,Last_Two_Years_Tax_Return_Filled,Living_Property,Property_Area,Loan_Status,
3939,49.00 ,1,24.00 ,13000.00 ,462016,0,2,0,6,0.00 ,Good,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
3940,47.00 ,1,23.00 ,12000.00 ,462001,1,4,1,6,2000.00 ,Good,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
3941,41.00 ,1,17.00 ,53000.00 ,462001,0,2,0,6,25000.00 ,Good,No,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
3942,57.00 ,2,33.00 ,79000.00 ,462001,1,1,1,6,27000.00 ,Good,No,Yes ,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3943,42.00 ,2,17.00 ,89000.00 ,462016,0,1,0,6,1000.00 ,Good,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
3944,61.00 ,2,36.00 ,188000.00 ,462031,0,1,0,6,93000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,1,0,0,0,No,Owned,Urban,Approved,
3945,56.00 ,3,26.00 ,62000.00 ,462036,0,3,0,4,14000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
3946,29.00 ,3,3.00 ,123000.00 ,462001,0,3,0,4,56000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
3947,25.00 ,2,(1.00),40000.00 ,462015,0,3,0,4,24000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
3948,32.00 ,3,8.00 ,119000.00 ,462023,0,4,0,4,50000.00 ,Poor,No,Yes,1000000.00 ,Indian,1,0,0,1,No,Owned,Semi Urban,Reject,
3949,37.00 ,2,12.00 ,123000.00 ,462023,1,4,1,4,31000.00 ,Poor,Yes,No,1000000.00 ,Indian,1,0,1,1,Yes ,Rented,Semi Urban,Reject,
3950,31.00 ,2,5.00 ,23000.00 ,462001,1,1,1,4,4000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3951,38.00 ,3,14.00 ,62000.00 ,462018,0,1,0,4,15000.00 ,Poor,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
3952,40.00 ,1,14.00 ,69000.00 ,462001,0,3,0,4,21000.00 ,Standard,No,No,200000.00 ,Indian,0,0,0,1,No,Owned,Rural,Reject,
3953,61.00 ,1,36.00 ,124000.00 ,462024,1,2,1,6,39000.00 ,Standard,No,Yes ,1000000.00 ,Indian,0,1,0,0,Yes ,Rented,Urban,Approved,
3954,50.00 ,3,26.00 ,52000.00 ,462001,0,4,0,6,1000.00 ,Standard,Yes ,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
3955,32.00 ,1,7.00 ,134000.00 ,462008,0,2,0,6,31000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
3956,62.00 ,2,36.00 ,58000.00 ,462008,0,1,0,6,8000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,0,No,Owned,Urban,Approved,
3957,62.00 ,2,37.00 ,45000.00 ,462001,1,3,1,6,5000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3958,40.00 ,2,15.00 ,75000.00 ,462003,0,4,0,6,11000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
3959,59.00 ,2,34.00 ,23000.00 ,462001,0,4,0,732,4000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
3960,43.00 ,1,19.00 ,123000.00 ,462007,0,3,0,6,13000.00 ,Standard,Yes,No,1000000.00 ,Indian,1,0,0,1,No,Owned,Semi Urban,Reject,
3961,62.00 ,1,37.00 ,48000.00 ,462016,0,3,0,3,22000.00 ,Good,No,No,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
3962,48.00 ,1,22.00 ,145000.00 ,462001,0,1,0,3,3000.00 ,Good,No,Yes ,1000000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
3963,29.00 ,3,5.00 ,31000.00 ,462032,0,1,0,3,10000.00 ,Good,Yes ,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Rural,Reject,
3964,58.00 ,3,32.00 ,38000.00 ,462003,0,3,0,3,22000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3965,43.00 ,3,18.00 ,78000.00 ,462001,0,4,0,3,19000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
3966,39.00 ,1,15.00 ,94000.00 ,462012,0,2,0,3,19000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3967,33.00 ,3,7.00 ,84000.00 ,462021,0,1,0,3,29000.00 ,Standard,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
3968,40.00 ,3,15.00 ,22000.00 ,462016,0,1,0,3,6000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3969,28.00 ,1,3.00 ,78000.00 ,462013,1,4,1,5,2000.00 ,Poor,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
3970,38.00 ,2,11.00 ,75000.00 ,462003,0,3,0,5,23300.00 ,Poor,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
3971,65.00 ,1,40.00 ,71000.00 ,462018,1,3,1,5,22000.00 ,Poor,Yes,No,200000.00 ,Indian,0,0,0,0,No,Rented,Semi Urban,Reject,
3972,35.00 ,3,11.00 ,24000.00 ,462004,1,1,1,5,5000.00 ,Poor,No,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
3973,29.00 ,1,5.00 ,112000.00 ,462001,1,2,1,5,43300.00 ,Poor,No,Yes ,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
3974,61.00 ,2,35.00 ,53000.00 ,462026,0,1,0,5,28000.00 ,Standard,Yes ,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
3975,46.00 ,3,21.00 ,41000.00 ,462010,0,1,0,5,5000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,0,No,Owned,Urban,Approved,
3976,50.00 ,2,23.00 ,25000.00 ,462010,0,1,0,5,5000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3977,60.00 ,2,33.00 ,42000.00 ,462011,0,4,0,3,25000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3978,54.00 ,2,27.00 ,51000.00 ,462021,1,3,1,3,10000.00 ,Standard,Yes,No,200000.00 ,Indian,0,1,1,1,Yes ,Owned,Urban,Approved,
3979,43.00 ,2,18.00 ,19000.00 ,462003,0,2,0,3,3000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,No,Rented,Urban,Reject,
3980,38.00 ,1,14.00 ,90000.00 ,462023,1,2,1,3,0.00 ,Standard,Yes,No,50000.00 ,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
3981,46.00 ,2,22.00 ,89000.00 ,462026,0,4,0,3,14000.00 ,Standard,No,No,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
3982,64.00 ,1,39.00 ,22000.00 ,462006,1,3,1,3,5000.00 ,Standard,No,Yes ,50000.00 ,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
3983,24.00 ,1,0.00 ,119000.00 ,462004,0,1,0,3,15000.00 ,Standard,Yes ,Yes,1000000.00 ,Indian,0,0,0,1,No,Owned,Urban,Approved,
3984,39.00 ,3,13.00 ,93000.00 ,462026,0,4,0,3,36000.00 ,Standard,Yes,Yes,50000.00 ,Indian,1,0,0,1,Yes ,Owned,Semi Urban,Approved,
3985,34.00 ,1,8.00 ,18000.00 ,462002,0,4,0,7,3000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Rented,Rural,Reject,
3986,65.00 ,3,40.00 ,32000.00 ,480111,0,1,0,7,11000.00 ,Standard,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
3987,38.00 ,3,14.00 ,182000.00 ,483775,1,3,1,7,26000.00 ,Standard,Yes,No,1000000.00 ,Indian,1,0,1,1,No,Owned,Urban,Reject,
3988,62.00 ,3,36.00 ,19000.00 ,456331,1,2,1,7,2000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
3989,59.00 ,3,35.00 ,85000.00 ,486226,1,1,1,7,34000.00 ,Standard,Yes,No,50000.00 ,Indian,1,0,1,0,No,Rented,Urban,Reject,
3990,49.00 ,2,25.00 ,90000.00 ,480110,0,4,0,7,14000.00 ,Standard,No,Yes,50000.00 ,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
3991,57.00 ,1,32.00 ,59000.00 ,480447,0,2,0,7,37000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
3992,64.00 ,1,38.00 ,84000.00 ,480115,0,1,0,7,20000.00 ,Standard,No,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
3993,47.00 ,2,22.00 ,95000.00 ,480116,0,2,0,5,39000.00 ,Good,No,Yes ,50000.00 ,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
3994,30.00 ,3,6.00 ,13000.00 ,480116,0,3,0,5,9000.00 ,Good,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
3995,42.00 ,1,18.00 ,88000.00 ,480001,1,4,1,5,8000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
3996,53.00 ,3,28.00 ,34000.00 ,480002,1,2,1,5,6000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
3997,50.00 ,3,24.00 ,11000.00 ,480001,1,4,1,5,6000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
3998,62.00 ,2,38.00 ,80000.00 ,480002,0,4,0,5,17000.00 ,Good,Yes,No,50000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
3999,34.00 ,1,10.00 ,41000.00 ,480002,1,1,1,1208,13300.00 ,Good,No,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
4000,47.00 ,3,21.00 ,90000.00 ,480002,0,2,0,5,8000.00 ,Good,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4001,62.00 ,3,37.00 ,93000.00 ,474001,1,3,1,6,30000.00 ,Standard,No,No,50000.00 ,Indian,1,0,1,1,Yes ,Owned,Urban,Reject,
4002,61.00 ,2,35.00 ,81000.00 ,453652,0,4,0,6,19000.00 ,Standard,No,Yes ,50000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
4003,59.00 ,1,34.00 ,60000.00 ,474005,0,2,0,6,28000.00 ,Standard,Yes ,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
4004,47.00 ,2,21.00 ,39000.00 ,474001,1,3,1,6,6000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4005,65.00 ,2,39.00 ,22000.00 ,480443,0,3,0,6,7000.00 ,Good,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4006,56.00 ,1,32.00 ,32000.00 ,486341,0,2,0,6,8000.00 ,Good,Yes,Yes,100000.00 ,Indian,0,1,0,1,No,Owned,Semi Urban,Approved,
4007,56.00 ,3,32.00 ,28000.00 ,480001,0,1,0,6,12000.00 ,Good,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Rented,Rural,Reject,
4008,31.00 ,2,7.00 ,35000.00 ,480001,1,2,1,6,10000.00 ,Good,No,Yes,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4009,61.00 ,3,31.00 ,154000.00 ,480001,1,3,1,2,75000.00 ,Good,Yes,No,1000000.00 ,Indian,1,0,1,1,Yes ,Owned,Urban,Approved,
4010,42.00 ,1,18.00 ,189000.00 ,480001,0,2,0,2,76000.00 ,Good,No,Yes,1000000.00 ,Indian,0,0,0,1,No,Owned,Urban,Approved,
4011,44.00 ,3,19.00 ,40000.00 ,486333,0,4,0,2,19000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4012,47.00 ,2,21.00 ,88000.00 ,456450,0,2,0,2,17000.00 ,Good,No,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4013,30.00 ,1,6.00 ,124000.00 ,480553,0,2,0,2,6000.00 ,Good,No,Yes ,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4014,62.00 ,3,38.00 ,23000.00 ,480449,0,2,0,2,3000.00 ,Standard,Yes ,Yes,50000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
4015,56.00 ,1,32.00 ,23000.00 ,453235,1,4,1,2,7000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
4016,25.00 ,1,(1.00),139000.00 ,486113,1,2,1,2,20000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
4017,53.00 ,1,28.00 ,173000.00 ,464221,0,4,0,5,27000.00 ,Poor,Yes,Yes,1000000.00 ,Indian,1,0,0,1,Yes ,Rented,Semi Urban,Reject,
4018,26.00 ,3,0.00 ,42000.00 ,464221,0,4,0,5,13000.00 ,Poor,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4019,59.00 ,1,35.00 ,161000.00 ,464221,1,1,1,5,29000.00 ,Poor,No,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4020,62.00 ,2,36.00 ,28000.00 ,486115,0,3,0,5,7000.00 ,Standard,Yes,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4021,58.00 ,3,32.00 ,191000.00 ,453220,1,4,1,5,52000.00 ,Standard,No,No,1000000.00 ,Indian,1,0,0,0,Yes ,Rented,Urban,Approved,
4022,40.00 ,1,14.00 ,42000.00 ,456550,1,2,1,5,3000.00 ,Standard,No,Yes ,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4023,35.00 ,3,5.00 ,81000.00 ,483222,0,4,0,5,40000.00 ,Standard,Yes ,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4024,51.00 ,1,25.00 ,175000.00 ,464220,0,3,0,5,7000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
4025,41.00 ,1,15.00 ,82000.00 ,474040,0,3,0,10,1000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,No,Rented,Semi Urban,Reject,
4026,51.00 ,3,27.00 ,53000.00 ,474042,1,1,1,10,18000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4027,27.00 ,1,1.00 ,142000.00 ,474055,0,3,0,10,55000.00 ,Poor,Yes,No,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Urban,Reject,
4028,46.00 ,3,21.00 ,42000.00 ,474001,0,4,0,10,19000.00 ,Standard,No,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4029,46.00 ,1,20.00 ,64000.00 ,474004,0,4,0,10,29000.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,0,No,Owned,Rural,Reject,
4030,31.00 ,1,5.00 ,90000.00 ,474003,0,2,0,10,13000.00 ,Standard,No,Yes,50000.00 ,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
4031,58.00 ,2,32.00 ,44000.00 ,474008,0,1,0,10,8000.00 ,Poor,Yes,No,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4032,42.00 ,3,18.00 ,29000.00 ,474009,0,1,0,10,3000.00 ,Poor,No,No,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4033,59.00 ,1,35.00 ,93000.00 ,474020,1,2,1,10,16000.00 ,Poor,No,Yes ,50000.00 ,Indian,0,0,0,0,No,Rented,Urban,Reject,
4034,54.00 ,3,24.00 ,69000.00 ,474006,0,3,0,10,14000.00 ,Poor,Yes ,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4035,35.00 ,2,11.00 ,82000.00 ,474010,1,2,1,10,17000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
4036,34.00 ,3,9.00 ,180000.00 ,474007,0,2,0,10,65000.00 ,Standard,Yes,Yes,1000000.00 ,Indian,1,0,1,1,Yes ,Owned,Semi Urban,Approved,
4037,46.00 ,3,21.00 ,13000.00 ,474002,0,2,0,10,7000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
4038,52.00 ,1,28.00 ,72000.00 ,474005,0,1,0,10,0.00 ,Poor,Yes,No,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4039,55.00 ,1,30.00 ,54000.00 ,464331,0,3,0,10,17000.00 ,Poor,No,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
4040,34.00 ,1,9.00 ,104000.00 ,480224,1,1,1,10,46000.00 ,Poor,Yes,No,1000000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4041,57.00 ,2,32.00 ,44000.00 ,453463,0,2,0,6,19000.00 ,Poor,No,No,100000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
4042,45.00 ,1,19.00 ,40000.00 ,474003,1,1,1,6,2000.00 ,Poor,No,Yes ,100000.00 ,Indian,0,1,1,1,Yes ,Owned,Urban,Reject,
4043,29.00 ,1,3.00 ,190000.00 ,452056,1,2,1,6,45000.00 ,Poor,Yes ,Yes,1000000.00 ,Indian,0,0,0,1,No,Rented,Urban,Reject,
4044,49.00 ,1,23.00 ,64000.00 ,452001,1,4,1,7,26000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4045,36.00 ,2,11.00 ,9000.00 ,452001,0,2,0,7,3000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
4046,57.00 ,2,31.00 ,38000.00 ,452006,0,4,0,7,7000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4047,25.00 ,3,0.00 ,72000.00 ,452001,0,3,0,7,26000.00 ,Poor,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4048,43.00 ,1,17.00 ,82000.00 ,452006,0,1,0,7,52000.00 ,Poor,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4049,27.00 ,3,2.00 ,48000.00 ,452006,0,2,0,7,16000.00 ,Poor,Yes,No,100000.00 ,Indian,0,1,0,1,Yes ,Owned,Urban,Reject,
4050,54.00 ,3,28.00 ,82000.00 ,452005,0,4,0,7,26000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4051,53.00 ,2,26.00 ,14000.00 ,452005,0,2,0,7,10000.00 ,Poor,Yes,No,50000.00 ,Indian,0,0,0,0,Yes ,Rented,Rural,Reject,
4052,55.00 ,1,29.00 ,162000.00 ,452001,1,1,1,7,29000.00 ,Poor,No,No,1000000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
4053,43.00 ,1,19.00 ,54000.00 ,452002,0,2,0,7,17000.00 ,Poor,No,Yes ,200000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
4054,35.00 ,1,11.00 ,90000.00 ,452002,0,2,0,7,0.00 ,Poor,Yes ,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4055,59.00 ,1,34.00 ,64000.00 ,452002,0,4,0,7,17000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4056,42.00 ,3,18.00 ,65000.00 ,452001,1,3,1,7,21000.00 ,Poor,Yes,Yes,200000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
4057,51.00 ,1,25.00 ,113000.00 ,452002,0,2,0,6,63000.00 ,Poor,Yes,Yes,1000000.00 ,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
4058,57.00 ,3,32.00 ,38000.00 ,452002,0,2,0,6,21000.00 ,Poor,Yes,No,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4059,39.00 ,3,15.00 ,65000.00 ,452001,0,1,0,1389,15000.00 ,Poor,No,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
4060,53.00 ,3,27.00 ,39000.00 ,452001,0,4,0,6,15000.00 ,Poor,Yes,No,100000.00 ,Indian,0,0,0,1,No,Owned,Urban,Reject,
4061,31.00 ,1,6.00 ,174000.00 ,452001,1,2,1,6,67000.00 ,Poor,No,No,1000000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
4062,33.00 ,3,3.00 ,59000.00 ,452020,0,2,0,6,17500.00 ,Standard,No,Yes ,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4063,38.00 ,1,14.00 ,43000.00 ,452002,0,2,0,6,17000.00 ,Standard,Yes ,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4064,47.00 ,3,21.00 ,24000.00 ,452002,1,2,1,6,1000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,0,No,Owned,Urban,Reject,
4065,63.00 ,2,39.00 ,50000.00 ,452002,0,1,0,6,0.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
4066,44.00 ,3,19.00 ,68000.00 ,452002,0,1,0,6,37000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4067,61.00 ,3,37.00 ,61000.00 ,452001,0,3,0,6,20000.00 ,Poor,Yes,No,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4068,52.00 ,2,28.00 ,21000.00 ,452001,0,4,0,6,5000.00 ,Poor,No,Yes,50000.00 ,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
4069,59.00 ,2,34.00 ,21000.00 ,452002,0,2,0,6,5000.00 ,Poor,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
4070,56.00 ,1,32.00 ,31000.00 ,452001,0,4,0,6,13000.00 ,Poor,No,Yes,100000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
4071,58.00 ,1,33.00 ,70000.00 ,452002,0,4,0,6,7000.00 ,Standard,Yes,No,200000.00 ,Indian,0,1,0,0,Yes ,Rented,Urban,Approved,
4072,30.00 ,2,6.00 ,25000.00 ,452012,1,3,1,6,10000.00 ,Standard,No,No,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4073,42.00 ,3,17.00 ,78000.00 ,452002,0,1,0,9,10000.00 ,Poor,No,Yes ,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
4074,51.00 ,1,27.00 ,19000.00 ,452002,0,1,0,9,2000.00 ,Poor,Yes ,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4075,60.00 ,3,35.00 ,23000.00 ,452008,0,1,0,9,3000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
4076,30.00 ,1,4.00 ,40000.00 ,452008,0,4,0,9,8000.00 ,Poor,Yes,Yes,100000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
4077,49.00 ,3,23.00 ,22000.00 ,452001,0,1,0,1480,3000.00 ,Poor,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
4078,26.00 ,2,0.00 ,71000.00 ,452001,0,4,0,9,18000.00 ,Standard,Yes,No,200000.00 ,Indian,0,1,0,1,Yes ,Owned,Urban,Approved,
4079,36.00 ,2,12.00 ,58000.00 ,452009,0,1,0,1325,36000.00 ,Poor,No,Yes,200000.00 ,Indian,0,0,0,0,No,Rented,Semi Urban,Reject,
4080,65.00 ,1,40.00 ,75000.00 ,452001,0,3,0,9,22000.00 ,Poor,Yes,No,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
4081,27.00 ,2,0.00 ,40000.00 ,452001,1,1,1,5,20000.00 ,Standard,No,No,100000.00 ,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
4082,60.00 ,3,35.00 ,155000.00 ,452002,1,1,1,5,15000.00 ,Standard,No,Yes ,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
4083,32.00 ,2,6.00 ,83000.00 ,452002,0,4,0,5,22000.00 ,Standard,Yes ,Yes,50000.00 ,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
4084,46.00 ,1,20.00 ,99000.00 ,452004,0,3,0,5,11000.00 ,Standard,Yes,Yes,50000.00 ,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
4085,60.00 ,2,36.00 ,59000.00 ,474009,0,1,0,5,0.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,1,0,0,Yes ,Owned,Urban,Approved,
4086,28.00 ,2,2.00 ,53000.00 ,482006,0,3,0,5,24000.00 ,Standard,Yes,Yes,200000.00 ,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
4087,50.00 ,1,26.00 ,11000.00 ,482010,0,4,0,5,2000.00 ,Standard,Yes,No,50000.00 ,Indian,0,1,0,0,No,Rented,Urban,Reject,
4088,52.00 ,3,28.00 ,179000.00 ,482051,0,4,0,5,42000.00 ,Standard,No,Yes,1000000.00 ,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
4089,29.00 ,3,(1.00),71000.00 ,483220,0,2,0,7,17500.00 ,Standard,Yes,No,200000.00 ,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
4090,30.00 ,3,4.00 ,85000.00 ,483220,0,4,0,7,21000.00 ,Standard,No,Yes,50000.00 ,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
4091,42.00 ,3,18.00 ,49000.00 ,483445,0,3,0,7,21000.00 ,Standard,Yes,No,100000.00 ,Indian,0,1,0,1,No,Owned,Semi Urban,Reject,
